Reporting Economy;Product/Sector;Partner Economy;2015;;;;;;
Japan;BOP6 - SK - Personal, cultural, and recreational services;Russian Federation;5;;;;;;
Japan;BOP6 - SK - Personal, cultural, and recreational services;Singapore;8;;;;;;
Japan;BOP6 - SK - Personal, cultural, and recreational services;South Africa;0;;;;;;
Japan;BOP6 - SK - Personal, cultural, and recreational services;Spain;5;;;;;;
Japan;BOP6 - SK - Personal, cultural, and recreational services;Sweden;0;;;;;;
Japan;BOP6 - SK - Personal, cultural, and recreational services;Switzerland;19;;;;;;
Japan;BOP6 - SK - Personal, cultural, and recreational services;Chinese Taipei;15;;;;;;
Japan;BOP6 - SK - Personal, cultural, and recreational services;Thailand;6;;;;;;
Japan;BOP6 - SK - Personal, cultural, and recreational services;United Kingdom;22;;;;;;
Japan;BOP6 - SK - Personal, cultural, and recreational services;United States of America;314;;;;;;
Japan;BOP6 - SK - Personal, cultural, and recreational services;Viet Nam;1;;;;;;
Japan;BOP6 - S - Memo item: Total services;Africa;1544;;;;;;
Japan;BOP6 - S - Memo item: Total services;Asia;71122;;;;;;
Japan;BOP6 - S - Memo item: Total services;Australia;2384;;;;;;
Japan;BOP6 - S - Memo item: Total services;Belgium;962;;;;;;
Japan;BOP6 - S - Memo item: Total services;Brazil;722;;;;;;
Japan;BOP6 - S - Memo item: Total services;Canada;1645;;;;;;
Japan;BOP6 - S - Memo item: Total services;Cayman Islands;1019;;;;;;
Japan;BOP6 - S - Memo item: Total services;China;19773;;;;;;
Japan;BOP6 - S - Memo item: Total services;European Union (28);26556;;;;;;
Japan;BOP6 - S - Memo item: Total services;France;2197;;;;;;
Japan;BOP6 - S - Memo item: Total services;Germany;4609;;;;;;
Japan;BOP6 - S - Memo item: Total services;Hong Kong, China;7092;;;;;;
Japan;BOP6 - S - Memo item: Total services;India;2068;;;;;;
Japan;BOP6 - S - Memo item: Total services;Indonesia;3050;;;;;;
Japan;BOP6 - S - Memo item: Total services;Iran;10;;;;;;
Japan;BOP6 - S - Memo item: Total services;Italy;619;;;;;;
Japan;BOP6 - S - Memo item: Total services;Korea, Republic of;6770;;;;;;
Japan;BOP6 - S - Memo item: Total services;Luxembourg;721;;;;;;
Japan;BOP6 - S - Memo item: Total services;Malaysia;3347;;;;;;
Japan;BOP6 - S - Memo item: Total services;Mexico;1370;;;;;;
Japan;BOP6 - S - Memo item: Total services;Middle East;4801;;;;;;
Japan;BOP6 - S - Memo item: Total services;Netherlands;2628;;;;;;
Japan;BOP6 - S - Memo item: Total services;New Zealand;388;;;;;;
Japan;BOP6 - S - Memo item: Total services;Philippines;1250;;;;;;
Japan;BOP6 - S - Memo item: Total services;Russian Federation;626;;;;;;
Japan;BOP6 - S - Memo item: Total services;Saudi Arabia, Kingdom of;1710;;;;;;
Japan;BOP6 - S - Memo item: Total services;Singapore;9530;;;;;;
Japan;BOP6 - S - Memo item: Total services;South Africa;304;;;;;;
Japan;BOP6 - S - Memo item: Total services;Spain;554;;;;;;
Japan;BOP6 - S - Memo item: Total services;Sweden;393;;;;;;
Japan;BOP6 - S - Memo item: Total services;Switzerland;2976;;;;;;
Japan;BOP6 - S - Memo item: Total services;Chinese Taipei;8087;;;;;;
Japan;BOP6 - S - Memo item: Total services;Thailand;6707;;;;;;
Japan;BOP6 - S - Memo item: Total services;United Arab Emirates;1307;;;;;;
Japan;BOP6 - S - Memo item: Total services;United Kingdom;10018;;;;;;
Japan;BOP6 - S - Memo item: Total services;United States of America;41032;;;;;;
Japan;BOP6 - S - Memo item: Total services;Viet Nam;1992;;;;;;
Japan;BOP6 - SPX1 - Memo item: Other services;Africa;1092;;;;;;
Japan;BOP6 - SPX1 - Memo item: Other services;Asia;32412;;;;;;
Japan;BOP6 - SPX1 - Memo item: Other services;Australia;1139;;;;;;
Japan;BOP6 - SPX1 - Memo item: Other services;Belgium;706;;;;;;
Japan;BOP6 - SPX1 - Memo item: Other services;Brazil;578;;;;;;
Japan;BOP6 - SPX1 - Memo item: Other services;Canada;1064;;;;;;
Japan;BOP6 - SPX1 - Memo item: Other services;China;6378;;;;;;
Japan;BOP6 - SPX1 - Memo item: Other services;European Union (28);19701;;;;;;
Japan;BOP6 - SPX1 - Memo item: Other services;France;1716;;;;;;
Japan;BOP6 - SPX1 - Memo item: Other services;Germany;2666;;;;;;
Japan;BOP6 - SPX1 - Memo item: Other services;Hong Kong, China;2303;;;;;;
Japan;BOP6 - SPX1 - Memo item: Other services;India;1493;;;;;;
Japan;BOP6 - SPX1 - Memo item: Other services;Indonesia;2374;;;;;;
Japan;BOP6 - SPX1 - Memo item: Other services;Iran;1;;;;;;
Japan;BOP6 - SPX1 - Memo item: Other services;Italy;203;;;;;;
Japan;BOP6 - SPX1 - Memo item: Other services;Korea, Republic of;2284;;;;;;
Japan;BOP6 - SPX1 - Memo item: Other services;Luxembourg;700;;;;;;
Japan;BOP6 - SPX1 - Memo item: Other services;Malaysia;2516;;;;;;
Japan;BOP6 - SPX1 - Memo item: Other services;Mexico;1114;;;;;;
Japan;BOP6 - SPX1 - Memo item: Other services;Middle East;3759;;;;;;
Japan;BOP6 - SPX1 - Memo item: Other services;Netherlands;1461;;;;;;
Japan;BOP6 - SPX1 - Memo item: Other services;New Zealand;242;;;;;;
Japan;BOP6 - SPX1 - Memo item: Other services;Philippines;733;;;;;;
Japan;BOP6 - SPX1 - Memo item: Other services;Russian Federation;428;;;;;;
Japan;BOP6 - SPX1 - Memo item: Other services;Saudi Arabia, Kingdom of;1511;;;;;;
Japan;BOP6 - SPX1 - Memo item: Other services;Singapore;5901;;;;;;
Japan;BOP6 - SPX1 - Memo item: Other services;South Africa;203;;;;;;
Japan;BOP6 - SPX1 - Memo item: Other services;Spain;394;;;;;;
Japan;BOP6 - SPX1 - Memo item: Other services;Sweden;299;;;;;;
Japan;BOP6 - SPX1 - Memo item: Other services;Switzerland;2731;;;;;;
Japan;BOP6 - SPX1 - Memo item: Other services;Chinese Taipei;1597;;;;;;
Japan;BOP6 - SPX1 - Memo item: Other services;Thailand;4794;;;;;;
Japan;BOP6 - SPX1 - Memo item: Other services;United Arab Emirates;968;;;;;;
Japan;BOP6 - SPX1 - Memo item: Other services;United Kingdom;8480;;;;;;
Japan;BOP6 - SPX1 - Memo item: Other services;United States of America;32119;;;;;;
Japan;BOP6 - SPX1 - Memo item: Other services;Viet Nam;1092;;;;;;
Japan;BOP6 - SL - Memo item: Government goods and services n.i.e.;Africa;1;;;;;;
Japan;BOP6 - SL - Memo item: Government goods and services n.i.e.;Asia;487;;;;;;
Japan;BOP6 - SL - Memo item: Government goods and services n.i.e.;Australia;21;;;;;;
Japan;BOP6 - SL - Memo item: Government goods and services n.i.e.;Belgium;0;;;;;;
Japan;BOP6 - SL - Memo item: Government goods and services n.i.e.;Canada;9;;;;;;
Japan;BOP6 - SL - Memo item: Government goods and services n.i.e.;Cayman Islands;0;;;;;;
Japan;BOP6 - SL - Memo item: Government goods and services n.i.e.;China;89;;;;;;
Japan;BOP6 - SL - Memo item: Government goods and services n.i.e.;European Union (28);144;;;;;;
Japan;BOP6 - SL - Memo item: Government goods and services n.i.e.;France;8;;;;;;
Japan;BOP6 - SL - Memo item: Government goods and services n.i.e.;Germany;41;;;;;;
Japan;BOP6 - SL - Memo item: Government goods and services n.i.e.;Hong Kong, China;33;;;;;;
Japan;BOP6 - SL - Memo item: Government goods and services n.i.e.;India;3;;;;;;
Japan;BOP6 - SL - Memo item: Government goods and services n.i.e.;Indonesia;2;;;;;;
Japan;BOP6 - SL - Memo item: Government goods and services n.i.e.;Iran;0;;;;;;
Japan;BOP6 - SL - Memo item: Government goods and services n.i.e.;Italy;12;;;;;;
Japan;BOP6 - SL - Memo item: Government goods and services n.i.e.;Korea, Republic of;214;;;;;;
Japan;BOP6 - SL - Memo item: Government goods and services n.i.e.;Luxembourg;2;;;;;;
Japan;BOP6 - SL - Memo item: Government goods and services n.i.e.;Malaysia;16;;;;;;
Japan;BOP6 - SL - Memo item: Government goods and services n.i.e.;Mexico;0;;;;;;
Japan;BOP6 - SL - Memo item: Government goods and services n.i.e.;Middle East;13;;;;;;
Japan;BOP6 - SL - Memo item: Government goods and services n.i.e.;Netherlands;20;;;;;;
Japan;BOP6 - SL - Memo item: Government goods and services n.i.e.;New Zealand;5;;;;;;
Japan;BOP6 - SL - Memo item: Government goods and services n.i.e.;Philippines;34;;;;;;
Japan;BOP6 - SL - Memo item: Government goods and services n.i.e.;Russian Federation;11;;;;;;
Japan;BOP6 - SL - Memo item: Government goods and services n.i.e.;Saudi Arabia, Kingdom of;0;;;;;;
Japan;BOP6 - SL - Memo item: Government goods and services n.i.e.;Singapore;47;;;;;;
Japan;BOP6 - SL - Memo item: Government goods and services n.i.e.;South Africa;1;;;;;;
Japan;BOP6 - SL - Memo item: Government goods and services n.i.e.;Spain;0;;;;;;
Japan;BOP6 - SL - Memo item: Government goods and services n.i.e.;Sweden;4;;;;;;
Japan;BOP6 - SL - Memo item: Government goods and services n.i.e.;Switzerland;8;;;;;;
Japan;BOP6 - SL - Memo item: Government goods and services n.i.e.;Chinese Taipei;24;;;;;;
Japan;BOP6 - SL - Memo item: Government goods and services n.i.e.;Thailand;16;;;;;;
Japan;BOP6 - SL - Memo item: Government goods and services n.i.e.;United Arab Emirates;11;;;;;;
Japan;BOP6 - SL - Memo item: Government goods and services n.i.e.;United Kingdom;33;;;;;;
Japan;BOP6 - SL - Memo item: Government goods and services n.i.e.;United States of America;3508;;;;;;
Japan;BOP6 - SL - Memo item: Government goods and services n.i.e.;Viet Nam;0;;;;;;
Korea, Republic of;BOP6 - SOX - Commercial services;China;20714;;;;;;
Korea, Republic of;BOP6 - SOX - Commercial services;European Union (28);10930;;;;;;
Korea, Republic of;BOP6 - SOX - Commercial services;Japan;7798;;;;;;
Korea, Republic of;BOP6 - SOX - Commercial services;Middle East;8150;;;;;;
Korea, Republic of;BOP6 - SOX - Commercial services;United States of America;14084;;;;;;
Korea, Republic of;BOP6 - SPX4 - Goods-related services;China;249;;;;;;
Korea, Republic of;BOP6 - SPX4 - Goods-related services;European Union (28);195;;;;;;
Korea, Republic of;BOP6 - SPX4 - Goods-related services;Japan;385;;;;;;
Korea, Republic of;BOP6 - SPX4 - Goods-related services;United States of America;228;;;;;;
Korea, Republic of;BOP6 - SA - Manufacturing services on physical inputs owned by others;China;249;;;;;;
Korea, Republic of;BOP6 - SA - Manufacturing services on physical inputs owned by others;European Union (28);195;;;;;;
Korea, Republic of;BOP6 - SA - Manufacturing services on physical inputs owned by others;Japan;385;;;;;;
Korea, Republic of;BOP6 - SA - Manufacturing services on physical inputs owned by others;Middle East;7;;;;;;
Korea, Republic of;BOP6 - SA - Manufacturing services on physical inputs owned by others;United States of America;228;;;;;;
Korea, Republic of;BOP6 - SC - Transport;China;7396;;;;;;
Korea, Republic of;BOP6 - SC - Transport;European Union (28);4606;;;;;;
Korea, Republic of;BOP6 - SC - Transport;Japan;2847;;;;;;
Korea, Republic of;BOP6 - SC - Transport;Middle East;1518;;;;;;
Korea, Republic of;BOP6 - SC - Transport;United States of America;4677;;;;;;
Korea, Republic of;BOP6 - SD - Travel;China;9141;;;;;;
Korea, Republic of;BOP6 - SD - Travel;European Union (28);456;;;;;;
Korea, Republic of;BOP6 - SD - Travel;Japan;1083;;;;;;
Korea, Republic of;BOP6 - SD - Travel;Middle East;114;;;;;;
Korea, Republic of;BOP6 - SD - Travel;United States of America;1061;;;;;;
Korea, Republic of;BOP6 - SOX1 - Other commercial services;China;3928;;;;;;
Korea, Republic of;BOP6 - SOX1 - Other commercial services;European Union (28);5673;;;;;;
Korea, Republic of;BOP6 - SOX1 - Other commercial services;Japan;3484;;;;;;
Korea, Republic of;BOP6 - SOX1 - Other commercial services;United States of America;8119;;;;;;
Korea, Republic of;BOP6 - SF - Insurance and pension services;China;44;;;;;;
Korea, Republic of;BOP6 - SF - Insurance and pension services;European Union (28);272;;;;;;
Korea, Republic of;BOP6 - SF - Insurance and pension services;Japan;12;;;;;;
Korea, Republic of;BOP6 - SF - Insurance and pension services;Middle East;19;;;;;;
Korea, Republic of;BOP6 - SF - Insurance and pension services;United States of America;152;;;;;;
Korea, Republic of;BOP6 - SH - Charges for the use of intellectual property n.i.e.;China;1827;;;;;;
Korea, Republic of;BOP6 - SH - Charges for the use of intellectual property n.i.e.;European Union (28);716;;;;;;
Korea, Republic of;BOP6 - SH - Charges for the use of intellectual property n.i.e.;Japan;147;;;;;;
Korea, Republic of;BOP6 - SH - Charges for the use of intellectual property n.i.e.;Middle East;53;;;;;;
Korea, Republic of;BOP6 - SH - Charges for the use of intellectual property n.i.e.;United States of America;961;;;;;;
Korea, Republic of;BOP6 - SI - Telecommunications, computer, and information services;China;313;;;;;;
Korea, Republic of;BOP6 - SI - Telecommunications, computer, and information services;European Union (28);623;;;;;;
Korea, Republic of;BOP6 - SI - Telecommunications, computer, and information services;Japan;450;;;;;;
Korea, Republic of;BOP6 - SI - Telecommunications, computer, and information services;Middle East;26;;;;;;
Korea, Republic of;BOP6 - SI - Telecommunications, computer, and information services;United States of America;516;;;;;;
Korea, Republic of;BOP6 - SJ - Other business services;China;1153;;;;;;
Korea, Republic of;BOP6 - SJ - Other business services;European Union (28);3164;;;;;;
Korea, Republic of;BOP6 - SJ - Other business services;Japan;2579;;;;;;
Korea, Republic of;BOP6 - SJ - Other business services;Middle East;791;;;;;;
Korea, Republic of;BOP6 - SJ - Other business services;United States of America;5745;;;;;;
Korea, Republic of;BOP6 - S - Memo item: Total services;China;20822;;;;;;
Korea, Republic of;BOP6 - S - Memo item: Total services;European Union (28);10964;;;;;;
Korea, Republic of;BOP6 - S - Memo item: Total services;Japan;7822;;;;;;
Korea, Republic of;BOP6 - S - Memo item: Total services;Middle East;8221;;;;;;
Korea, Republic of;BOP6 - S - Memo item: Total services;United States of America;14781;;;;;;
Korea, Republic of;BOP6 - SPX1 - Memo item: Other services;China;4035;;;;;;
Korea, Republic of;BOP6 - SPX1 - Memo item: Other services;European Union (28);5707;;;;;;
Korea, Republic of;BOP6 - SPX1 - Memo item: Other services;Japan;3508;;;;;;
Korea, Republic of;BOP6 - SPX1 - Memo item: Other services;United States of America;8815;;;;;;
Korea, Republic of;BOP6 - SL - Memo item: Government goods and services n.i.e.;China;108;;;;;;
Korea, Republic of;BOP6 - SL - Memo item: Government goods and services n.i.e.;European Union (28);34;;;;;;
Korea, Republic of;BOP6 - SL - Memo item: Government goods and services n.i.e.;Japan;24;;;;;;
Korea, Republic of;BOP6 - SL - Memo item: Government goods and services n.i.e.;Middle East;72;;;;;;
Korea, Republic of;BOP6 - SL - Memo item: Government goods and services n.i.e.;United States of America;697;;;;;;
Malaysia;BOP6 - S - Memo item: Total services;Association of Southeast Asian Nations (ASEAN);16000;;;;;;
Malaysia;BOP6 - S - Memo item: Total services;Australia;1159;;;;;;
Malaysia;BOP6 - S - Memo item: Total services;Austria;128;;;;;;
Malaysia;BOP6 - S - Memo item: Total services;Bangladesh;170;;;;;;
Malaysia;BOP6 - S - Memo item: Total services;Belgium;96;;;;;;
Malaysia;BOP6 - S - Memo item: Total services;Brunei Darussalam;938;;;;;;
Malaysia;BOP6 - S - Memo item: Total services;Cambodia;56;;;;;;
Malaysia;BOP6 - S - Memo item: Total services;Canada;105;;;;;;
Malaysia;BOP6 - S - Memo item: Total services;China;2050;;;;;;
Malaysia;BOP6 - S - Memo item: Total services;Egypt;86;;;;;;
Malaysia;BOP6 - S - Memo item: Total services;European Union;2412;;;;;;
Malaysia;BOP6 - S - Memo item: Total services;European Union (28);4070;;;;;;
Malaysia;BOP6 - S - Memo item: Total services;France;373;;;;;;
Malaysia;BOP6 - S - Memo item: Total services;Germany;737;;;;;;
Malaysia;BOP6 - S - Memo item: Total services;Hong Kong, China;541;;;;;;
Malaysia;BOP6 - S - Memo item: Total services;India;1145;;;;;;
Malaysia;BOP6 - S - Memo item: Total services;Indonesia;2366;;;;;;
Malaysia;BOP6 - S - Memo item: Total services;Iran;107;;;;;;
Malaysia;BOP6 - S - Memo item: Total services;Iraq;98;;;;;;
Malaysia;BOP6 - S - Memo item: Total services;Ireland;115;;;;;;
Malaysia;BOP6 - S - Memo item: Total services;Italy;174;;;;;;
Malaysia;BOP6 - S - Memo item: Total services;Japan;1580;;;;;;
Malaysia;BOP6 - S - Memo item: Total services;Korea, Republic of;729;;;;;;
Malaysia;BOP6 - S - Memo item: Total services;Kuwait, the State of;42;;;;;;
Malaysia;BOP6 - S - Memo item: Total services;Lao People's Democratic Republic;30;;;;;;
Malaysia;BOP6 - S - Memo item: Total services;Mauritius;97;;;;;;
Malaysia;BOP6 - S - Memo item: Total services;Myanmar;77;;;;;;
Malaysia;BOP6 - S - Memo item: Total services;Nepal;86;;;;;;
Malaysia;BOP6 - S - Memo item: Total services;Netherlands;498;;;;;;
Malaysia;BOP6 - S - Memo item: Total services;New Zealand;169;;;;;;
Malaysia;BOP6 - S - Memo item: Total services;Norway;94;;;;;;
Malaysia;BOP6 - S - Memo item: Total services;Oman;92;;;;;;
Malaysia;BOP6 - S - Memo item: Total services;Pakistan;106;;;;;;
Malaysia;BOP6 - S - Memo item: Total services;Philippines;557;;;;;;
Malaysia;BOP6 - S - Memo item: Total services;Poland;68;;;;;;
Malaysia;BOP6 - S - Memo item: Total services;Qatar;23;;;;;;
Malaysia;BOP6 - S - Memo item: Total services;Russian Federation;76;;;;;;
Malaysia;BOP6 - S - Memo item: Total services;Saudi Arabia, Kingdom of;399;;;;;;
Malaysia;BOP6 - S - Memo item: Total services;Singapore;10554;;;;;;
Malaysia;BOP6 - S - Memo item: Total services;South Africa;46;;;;;;
Malaysia;BOP6 - S - Memo item: Total services;Sri Lanka;71;;;;;;
Malaysia;BOP6 - S - Memo item: Total services;Sweden;66;;;;;;
Malaysia;BOP6 - S - Memo item: Total services;Switzerland;123;;;;;;
Malaysia;BOP6 - S - Memo item: Total services;Chinese Taipei;318;;;;;;
Malaysia;BOP6 - S - Memo item: Total services;Thailand;1000;;;;;;
Malaysia;BOP6 - S - Memo item: Total services;Türkiye;78;;;;;;
Malaysia;BOP6 - S - Memo item: Total services;United Arab Emirates;204;;;;;;
Malaysia;BOP6 - S - Memo item: Total services;United Kingdom;1658;;;;;;
Malaysia;BOP6 - S - Memo item: Total services;United States of America;4454;;;;;;
Malaysia;BOP6 - S - Memo item: Total services;Viet Nam;422;;;;;;
Singapore;BOP6 - SOX - Commercial services;Association of Southeast Asian Nations (ASEAN);14101;;;;;;
Singapore;BOP6 - SOX - Commercial services;Australia;9419;;;;;;
Singapore;BOP6 - SOX - Commercial services;Belgium;439;;;;;;
Singapore;BOP6 - SOX - Commercial services;Brunei Darussalam;339;;;;;;
Singapore;BOP6 - SOX - Commercial services;Cambodia;83;;;;;;
Singapore;BOP6 - SOX - Commercial services;Canada;915;;;;;;
Singapore;BOP6 - SOX - Commercial services;China;8651;;;;;;
Singapore;BOP6 - SOX - Commercial services;Denmark;1368;;;;;;
Singapore;BOP6 - SOX - Commercial services;European Union;17892;;;;;;
Singapore;BOP6 - SOX - Commercial services;European Union (28);25615;;;;;;
Singapore;BOP6 - SOX - Commercial services;France;1605;;;;;;
Singapore;BOP6 - SOX - Commercial services;Germany;2472;;;;;;
Singapore;BOP6 - SOX - Commercial services;Hong Kong, China;5281;;;;;;
Singapore;BOP6 - SOX - Commercial services;India;3081;;;;;;
Singapore;BOP6 - SOX - Commercial services;Indonesia;3660;;;;;;
Singapore;BOP6 - SOX - Commercial services;Italy;513;;;;;;
Singapore;BOP6 - SOX - Commercial services;Japan;10129;;;;;;
Singapore;BOP6 - SOX - Commercial services;Korea, Republic of;2283;;;;;;
Singapore;BOP6 - SOX - Commercial services;Malaysia;3921;;;;;;
Singapore;BOP6 - SOX - Commercial services;Myanmar;311;;;;;;
Singapore;BOP6 - SOX - Commercial services;Netherlands;2200;;;;;;
Singapore;BOP6 - SOX - Commercial services;New Zealand;1291;;;;;;
Singapore;BOP6 - SOX - Commercial services;Norway;1860;;;;;;
Singapore;BOP6 - SOX - Commercial services;Panama;258;;;;;;
Singapore;BOP6 - SOX - Commercial services;Philippines;1311;;;;;;
Singapore;BOP6 - SOX - Commercial services;Saudi Arabia, Kingdom of;416;;;;;;
Singapore;BOP6 - SOX - Commercial services;South Africa;420;;;;;;
Singapore;BOP6 - SOX - Commercial services;Switzerland;4947;;;;;;
Singapore;BOP6 - SOX - Commercial services;Chinese Taipei;1826;;;;;;
Singapore;BOP6 - SOX - Commercial services;Thailand;2785;;;;;;
Singapore;BOP6 - SOX - Commercial services;United Arab Emirates;1235;;;;;;
Singapore;BOP6 - SOX - Commercial services;United Kingdom;7582;;;;;;
Singapore;BOP6 - SOX - Commercial services;United States of America;16678;;;;;;
Singapore;BOP6 - SOX - Commercial services;Viet Nam;1646;;;;;;
Singapore;BOP6 - SPX4 - Goods-related services;Association of Southeast Asian Nations (ASEAN);652;;;;;;
Singapore;BOP6 - SPX4 - Goods-related services;Australia;174;;;;;;
Singapore;BOP6 - SPX4 - Goods-related services;China;331;;;;;;
Singapore;BOP6 - SPX4 - Goods-related services;European Union;999;;;;;;
Singapore;BOP6 - SPX4 - Goods-related services;European Union (28);2426;;;;;;
Singapore;BOP6 - SPX4 - Goods-related services;France;318;;;;;;
Singapore;BOP6 - SPX4 - Goods-related services;Germany;109;;;;;;
Singapore;BOP6 - SPX4 - Goods-related services;Hong Kong, China;97;;;;;;
Singapore;BOP6 - SPX4 - Goods-related services;India;122;;;;;;
Singapore;BOP6 - SPX4 - Goods-related services;Japan;242;;;;;;
Singapore;BOP6 - SPX4 - Goods-related services;Korea, Republic of;74;;;;;;
Singapore;BOP6 - SPX4 - Goods-related services;United States of America;1473;;;;;;
Singapore;BOP6 - SA - Manufacturing services on physical inputs owned by others;Association of Southeast Asian Nations (ASEAN);6;;;;;;
Singapore;BOP6 - SA - Manufacturing services on physical inputs owned by others;Australia;0;;;;;;
Singapore;BOP6 - SA - Manufacturing services on physical inputs owned by others;China;0;;;;;;
Singapore;BOP6 - SA - Manufacturing services on physical inputs owned by others;European Union;0;;;;;;
Singapore;BOP6 - SA - Manufacturing services on physical inputs owned by others;France;0;;;;;;
Singapore;BOP6 - SA - Manufacturing services on physical inputs owned by others;Germany;0;;;;;;
Singapore;BOP6 - SA - Manufacturing services on physical inputs owned by others;Hong Kong, China;0;;;;;;
Singapore;BOP6 - SA - Manufacturing services on physical inputs owned by others;India;0;;;;;;
Singapore;BOP6 - SA - Manufacturing services on physical inputs owned by others;Japan;0;;;;;;
Singapore;BOP6 - SA - Manufacturing services on physical inputs owned by others;Korea, Republic of;0;;;;;;
Singapore;BOP6 - SA - Manufacturing services on physical inputs owned by others;United States of America;24;;;;;;
Singapore;BOP6 - SB - Maintenance and repair services n.i.e.;Association of Southeast Asian Nations (ASEAN);646;;;;;;
Singapore;BOP6 - SB - Maintenance and repair services n.i.e.;Australia;174;;;;;;
Singapore;BOP6 - SB - Maintenance and repair services n.i.e.;China;331;;;;;;
Singapore;BOP6 - SB - Maintenance and repair services n.i.e.;European Union;999;;;;;;
Singapore;BOP6 - SB - Maintenance and repair services n.i.e.;European Union (28);2426;;;;;;
Singapore;BOP6 - SB - Maintenance and repair services n.i.e.;France;318;;;;;;
Singapore;BOP6 - SB - Maintenance and repair services n.i.e.;Germany;109;;;;;;
Singapore;BOP6 - SB - Maintenance and repair services n.i.e.;Hong Kong, China;97;;;;;;
Singapore;BOP6 - SB - Maintenance and repair services n.i.e.;India;122;;;;;;
Singapore;BOP6 - SB - Maintenance and repair services n.i.e.;Japan;242;;;;;;
Singapore;BOP6 - SB - Maintenance and repair services n.i.e.;Korea, Republic of;74;;;;;;
Singapore;BOP6 - SB - Maintenance and repair services n.i.e.;United States of America;1450;;;;;;
Singapore;BOP6 - SC - Transport;Association of Southeast Asian Nations (ASEAN);4811;;;;;;
Singapore;BOP6 - SC - Transport;Australia;2704;;;;;;
Singapore;BOP6 - SC - Transport;China;4569;;;;;;
Singapore;BOP6 - SC - Transport;European Union;3347;;;;;;
Singapore;BOP6 - SC - Transport;European Union (28);4824;;;;;;
Singapore;BOP6 - SC - Transport;France;246;;;;;;
Singapore;BOP6 - SC - Transport;Germany;634;;;;;;
Singapore;BOP6 - SC - Transport;Hong Kong, China;1491;;;;;;
Singapore;BOP6 - SC - Transport;India;1529;;;;;;
Singapore;BOP6 - SC - Transport;Japan;2284;;;;;;
Singapore;BOP6 - SC - Transport;Korea, Republic of;1029;;;;;;
Singapore;BOP6 - SC - Transport;United States of America;6929;;;;;;
Singapore;BOP6 - SOX1 - Other commercial services;Association of Southeast Asian Nations (ASEAN);8639;;;;;;
Singapore;BOP6 - SOX1 - Other commercial services;Australia;3779;;;;;;
Singapore;BOP6 - SOX1 - Other commercial services;China;3712;;;;;;
Singapore;BOP6 - SOX1 - Other commercial services;European Union;6253;;;;;;
Singapore;BOP6 - SOX1 - Other commercial services;European Union (28);12218;;;;;;
Singapore;BOP6 - SOX1 - Other commercial services;France;898;;;;;;
Singapore;BOP6 - SOX1 - Other commercial services;Germany;1011;;;;;;
Singapore;BOP6 - SOX1 - Other commercial services;Hong Kong, China;3522;;;;;;
Singapore;BOP6 - SOX1 - Other commercial services;India;1410;;;;;;
Singapore;BOP6 - SOX1 - Other commercial services;Japan;4312;;;;;;
Singapore;BOP6 - SOX1 - Other commercial services;Korea, Republic of;1177;;;;;;
Singapore;BOP6 - SOX1 - Other commercial services;United States of America;8275;;;;;;
Singapore;BOP6 - SE - Construction;Association of Southeast Asian Nations (ASEAN);368;;;;;;
Singapore;BOP6 - SE - Construction;Australia;5;;;;;;
Singapore;BOP6 - SE - Construction;China;60;;;;;;
Singapore;BOP6 - SE - Construction;European Union;13;;;;;;
Singapore;BOP6 - SE - Construction;European Union (28);33;;;;;;
Singapore;BOP6 - SE - Construction;France;0;;;;;;
Singapore;BOP6 - SE - Construction;Germany;0;;;;;;
Singapore;BOP6 - SE - Construction;Hong Kong, China;0;;;;;;
Singapore;BOP6 - SE - Construction;India;120;;;;;;
Singapore;BOP6 - SE - Construction;Japan;3;;;;;;
Singapore;BOP6 - SE - Construction;Korea, Republic of;0;;;;;;
Singapore;BOP6 - SE - Construction;United States of America;36;;;;;;
Singapore;BOP6 - SF - Insurance and pension services;Association of Southeast Asian Nations (ASEAN);1187;;;;;;
Singapore;BOP6 - SF - Insurance and pension services;Australia;244;;;;;;
Singapore;BOP6 - SF - Insurance and pension services;China;223;;;;;;
Singapore;BOP6 - SF - Insurance and pension services;European Union;216;;;;;;
Singapore;BOP6 - SF - Insurance and pension services;European Union (28);499;;;;;;
Singapore;BOP6 - SF - Insurance and pension services;France;0;;;;;;
Singapore;BOP6 - SF - Insurance and pension services;Germany;33;;;;;;
Singapore;BOP6 - SF - Insurance and pension services;Hong Kong, China;115;;;;;;
Singapore;BOP6 - SF - Insurance and pension services;India;122;;;;;;
Singapore;BOP6 - SF - Insurance and pension services;Japan;271;;;;;;
Singapore;BOP6 - SF - Insurance and pension services;Korea, Republic of;171;;;;;;
Singapore;BOP6 - SF - Insurance and pension services;United States of America;156;;;;;;
Singapore;BOP6 - SG - Financial services;Association of Southeast Asian Nations (ASEAN);1112;;;;;;
Singapore;BOP6 - SG - Financial services;Australia;811;;;;;;
Singapore;BOP6 - SG - Financial services;China;1025;;;;;;
Singapore;BOP6 - SG - Financial services;European Union;1984;;;;;;
Singapore;BOP6 - SG - Financial services;European Union (28);4471;;;;;;
Singapore;BOP6 - SG - Financial services;France;248;;;;;;
Singapore;BOP6 - SG - Financial services;Germany;0;;;;;;
Singapore;BOP6 - SG - Financial services;Hong Kong, China;1099;;;;;;
Singapore;BOP6 - SG - Financial services;India;356;;;;;;
